Step,Rule Description,Final,Type,Transaction code,Auth. Object,Auth. Field,Auth. Value,
508,TRM,,ENGI,,T_DEAL_LC,LC_ACTVT,*,
508,TRM,,ENGI,,T_DEAL_PD,ACTVT,*,
508,TRM,,ENGI,,T_DEAL_PF,ACTVT,*,
508,TRM,,ENGI,,T_DEAL_REF,ACTVT,*,
509,Fin.Prod.Subledger,,ENGI,,F_BABR_ADJ,ACTVT,*,
509,Fin.Prod.Subledger,,ENGI,,F_BABR_BAS ,ACTVT,*,
509,Fin.Prod.Subledger,,ENGI,,F_BABR_CLC ,ACTVT,*,
509,Fin.Prod.Subledger,,ENGI,,F_BABR_FPS,ACTVT,*,
509,Fin.Prod.Subledger,,ENGI,,F_BABR_GLC,ACTVT,*,
509,Fin.Prod.Subledger,,ENGI,,F_BABR_REG ,ACTVT,*,
509,Fin.Prod.Subledger,,ENGI,,F_BABR_SCB,ACTVT,*,
509,Fin.Prod.Subledger,,ENGI,,F_BABR_UI ,ACTVT,*,
509,Fin.Prod.Subledger,,ENGI,,F_BAFC_PCD,ACTVT,*,
509,Fin.Prod.Subledger,,ENGI,,F_FPS_TLS,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHDGM_ARG,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHDGM_CCI,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHENV_SCEN,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_CCI,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_CHA,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_CHDC,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_CHM,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_CP,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_CRR,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_CSM,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_CTRL,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_DCTR,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_EXPP,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_LOC,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_PAV,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_PCEP,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_PHRS,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_RCH,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_REGL,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_REQ,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_SPL,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_SPLM,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_SRQ,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_SUB,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_VEN,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHFND_WFT,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_AGT,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_FSI,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_FSI2,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_HSI,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_HSP,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_INC2,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_INC6,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_INC7,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_JOB,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_PEP,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_RAP,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_RAS,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_RASP,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_RIT,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_SARA,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_SI,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHHSS_SITB,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHPRC_CDO,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHPRC_CMWL,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHPRC_CPM1,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHPRC_OLM1,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHSDS_ARG,ACTVT,*,
510,Prod. Compl.,,ENGI,,EHSDS_OR,ACTVT,*,
511,Rec. Mgmt,,ENGI,,S_SRMGS_CT,ACTVT,01,
511,Rec. Mgmt,,ENGI,,S_SRMGS_CT,ACTVT,03,
511,Rec. Mgmt,,ENGI,,S_SRMGS_DC,ACTVT,01,
511,Rec. Mgmt,,ENGI,,S_SRMGS_DC,ACTVT,06,
511,Rec. Mgmt,,ENGI,,S_SRMGS_DC,ACTVT,21,
511,Rec. Mgmt,,ENGI,,S_SRMGS_DC,ACTVT,30,
511,Rec. Mgmt,,ENGI,,S_SRMGS_DC,ACTVT,PC,
511,Rec. Mgmt,,ENGI,,S_SRMGS_DC,ACTVT,PD,
511,Rec. Mgmt,,ENGI,,S_SRMGS_PR,ACTVT,01,
511,Rec. Mgmt,,ENGI,,S_SRMGS_PR,ACTVT,02,
511,Rec. Mgmt,,ENGI,,S_SRMGS_PR,ACTVT,03,
511,Rec. Mgmt,,ENGI,,S_SRMGS_PR,ACTVT,06,
511,Rec. Mgmt,,ENGI,,S_SRMGS_VV,ACTVT,01,
511,Rec. Mgmt,,ENGI,,S_SRMGS_VV,ACTVT,06,
511,Rec. Mgmt,,ENGI,,S_SRMSY_CL,ACTVT,33,
511,Rec. Mgmt,,ENGI,,S_SRMSY_CL,ACTVT,34,
511,Rec. Mgmt,,ENGI,,S_SRMSY_CL,ACTVT,35,
512,Case Mgmt,,ENGI,,S_SCMG_FLN,ACTVT,02,
512,Case Mgmt,,ENGI,,S_SCMG_FLN,ACTVT,03,
512,Case Mgmt,,ENGI,,S_SCMG_STA,ACTVT,02,
512,Case Mgmt,,ENGI,,S_SCMG_TXT,ACTVT,01,
512,Case Mgmt,,ENGI,,S_SCMG_TXT,ACTVT,02,
512,Case Mgmt,,ENGI,,S_SCMG_TXT,ACTVT,03,
512,Case Mgmt,,ENGI,,S_SCMG_TXT,ACTVT,06,
513,HR,,ENGI,,P_ABAP,COARS,*,
513,HR,,ENGI,,P_ABAP,REPID,*,
513,HR,,ENGI,,P_APPL,APGRP,*,
513,HR,,ENGI,,P_APPL,APTYP,*,
513,HR,,ENGI,,P_APPL,AUTHC,*,
513,HR,,ENGI,,P_APPL,INFTY,*,
513,HR,,ENGI,,P_APPL,PERSA,*,
513,HR,,ENGI,,P_APPL,RESRF,*,
513,HR,,ENGI,,P_APPL,SUBTY,*,
513,HR,,ENGI,,P_APPL,VDSK1,*,
513,HR,,ENGI,,P_DEL_PERN,PAYDELROLE,*,
513,HR,,ENGI,,P_ORGIN,AUTHC,*,
513,HR,,ENGI,,P_ORGIN,INFTY,*,
513,HR,,ENGI,,P_ORGIN,PERSA,*,
513,HR,,ENGI,,P_ORGIN,PERSG,*,
513,HR,,ENGI,,P_ORGIN,PERSK,*,
513,HR,,ENGI,,P_ORGIN,SUBTY,*,
513,HR,,ENGI,,P_ORGIN,VDSK1,*,
513,HR,,ENGI,,P_ORGXX,AUTHC,*,
513,HR,,ENGI,,P_ORGXX,INFTY,*,
513,HR,,ENGI,,P_ORGXX,SACHA,*,
513,HR,,ENGI,,P_ORGXX,SACHP,*,
513,HR,,ENGI,,P_ORGXX,SACHZ,*,
513,HR,,ENGI,,P_ORGXX,SBMOD,*,
513,HR,,ENGI,,P_ORGXX,SUBTY,*,
513,HR,,ENGI,,P_PERNR,AUTHC,*,
513,HR,,ENGI,,P_PERNR,INFTY,*,
513,HR,,ENGI,,P_PERNR,PSIGN,*,
513,HR,,ENGI,,P_PERNR,SUBTY,*,
513,HR,,ENGI,,PLOG,INFOTYP,*,
513,HR,,ENGI,,PLOG,ISTAT,*,
513,HR,,ENGI,,PLOG,OTYPE,*,
513,HR,,ENGI,,PLOG,PLVAR,*,
513,HR,,ENGI,,PLOG,PPFCODE,*,
513,HR,,ENGI,,PLOG,SUBTYP,*,
514,Travel Mgmt,,ENGI,,F_TRAVL,AUTHC,*,
514,Travel Mgmt,,ENGI,,P_TRAVL,AUTHF,*,
515,Retail,,ENGI,,W_APPT,ACTVT,*,
515,Retail,,ENGI,,W_ASORT,ACTVT,*,
515,Retail,,ENGI,,W_ASORT_ST,ACTVT,*,
515,Retail,,ENGI,,W_AUFT_BAR,ACTVT,*,
515,Retail,,ENGI,,W_AUFT_RMB,ACTVT,*,
515,Retail,,ENGI,,W_BUDG_TY,ACTVT,*,
515,Retail,,ENGI,,W_CS_ITEM,ACTVT,*,
515,Retail,,ENGI,,W_ES_ADM,ACTVT,*,
515,Retail,,ENGI,,W_FRM,ACTVT,*,
515,Retail,,ENGI,,W_GROUPTYP,ACTVT,*,
515,Retail,,ENGI,,W_IFW_REP,ACTVT,*,
515,Retail,,ENGI,,W_MARKDOWN,ACTVT,*,
515,Retail,,ENGI,,W_OAA_PREC,ACTVT,*,
515,Retail,,ENGI,,W_OAA_SITE,ACTVT,*,
515,Retail,,ENGI,,W_OAA_VEND,ACTVT,*,
515,Retail,,ENGI,,W_OPPS,ACTVT,*,
515,Retail,,ENGI,,W_ORG_PR,ACTVT,*,
515,Retail,,ENGI,,W_PRICATIN,ACTVT,*,
515,Retail,,ENGI,,W_REF_SITE,ACTVT,*,
515,Retail,,ENGI,,W_RF_MPA,ACTVT,*,
515,Retail,,ENGI,,W_RF_WLAY,ACTVT,*,
515,Retail,,ENGI,,W_RFAPC_GN,ACTVT,*,
515,Retail,,ENGI,,W_SRS_POS,ACTVT,*,
515,Retail,,ENGI,,W_SRS_VKPF,ACTVT,*,
515,Retail,,ENGI,,W_ST_PKRQ,ACTVT,*,
515,Retail,,ENGI,,W_ST_PKSEQ,ACTVT,*,
515,Retail,,ENGI,,W_STO_ASSG,ACTVT,*,
515,Retail,,ENGI,,W_STO_CPR,ACTVT,*,
515,Retail,,ENGI,,W_STO_TPRS,ACTVT,*,
515,Retail,,ENGI,,W_STSTKACT,ACTVT,*,
515,Retail,,ENGI,,W_STSTKADJ,ACTVT,*,
515,Retail,,ENGI,,W_TASK_G,ACTVT,*,
515,Retail,,ENGI,,W_TASK_L,ACTVT,*,
515,Retail,,ENGI,,W_TASK_P,ACTVT,*,
515,Retail,,ENGI,,W_VKPR_PLT,ACTVT,01,
515,Retail,,ENGI,,W_VKPR_PLT,ACTVT,02,
515,Retail,,ENGI,,W_VKPR_PLT,ACTVT,03,
515,Retail,,ENGI,,W_VKPR_VKO,ACTVT,01,
515,Retail,,ENGI,,W_VKPR_VKO,ACTVT,02,
515,Retail,,ENGI,,W_VKPR_VKO,ACTVT,03,
515,Retail,,ENGI,,W_VKPR_VTL,ACTVT,01,
515,Retail,,ENGI,,W_VKPR_VTL,ACTVT,02,
515,Retail,,ENGI,,W_VKPR_VTL,ACTVT,03,
515,Retail,,ENGI,,W_VKPR_VTL,ACTVT,F4,
515,Retail,,ENGI,,W_VKPR_WRK,ACTVT,01,
515,Retail,,ENGI,,W_VKPR_WRK,ACTVT,02,
515,Retail,,ENGI,,W_VKPR_WRK,ACTVT,03,
515,Retail,,ENGI,,W_WAKH_EKO,ACTVT,*,
515,Retail,,ENGI,,W_WAKH_MAT,ACTVT,*,
515,Retail,,ENGI,,W_WAKH_THE,ACTVT,*,
515,Retail,,ENGI,,W_WAKH_VKO,ACTVT,*,
515,Retail,,ENGI,,W_WB2SHINV,ACTVT,*,
515,Retail,,ENGI,,W_WBEF_WRK,ACTVT,*,
515,Retail,,ENGI,,W_WBGT_FIX,ACTVT,*,
515,Retail,,ENGI,,W_WBHK_TCT,ACTVT,*,
515,Retail,,ENGI,,W_WIND_TYP,ACTVT,*,
515,Retail,,ENGI,,W_WTAD_AM,ACTVT,*,
515,Retail,,ENGI,,W_WTAD_IR,ACTVT,*,
515,Retail,,ENGI,,W_WTAD_ISU,ACTVT,*,
515,Retail,,ENGI,,W_WTEW,ACTVT,*,
515,Retail,,ENGI,,W_WTRA_LOG,ACTVT,*,
515,Retail,,ENGI,,W_WXP_DESI,ACTVT,*,
515,Retail,,ENGI,,W_WXP_HIER,ACTVT,*,
515,Retail,,ENGI,,W_WXP_INT,ACTVT,*,
515,Retail,,ENGI,,W_WXP_LAY,ACTVT,*,
515,Retail,,ENGI,,W_WXP_PLAN,ACTVT,*,
515,Retail,,ENGI,,WB2_SHD_UI,ACTVT,*,
515,Retail,,ENGI,,WLF_IV,ACTVT,*,
515,Retail,,ENGI,,WLMVREL,ACTVT,*,
515,Retail,,ENGI,,WRDM_ADM,ACTVT,*,
515,Retail,,ENGI,,WRF_CDT_H,ACTVT,*,
515,Retail,,ENGI,,WRF_CDT_V,ACTVT,*,
515,Retail,,ENGI,,WRF_PPWADM,ACTVT,*,
516,GRC,,ENGI,,GRAC_*,ACTVT,*,
517,RE,,ENGI,,F_ITTC_BUK,ACTVT,*,
517,RE,,ENGI,,F_MIE_SKO,ACTVT,*,
517,RE,,ENGI,,F_MNG_CON,ACTVT,*,
517,RE,,ENGI,,F_PMT_TRNS,ACTVT,*,
517,RE,,ENGI,,F_RE_BRGRP,ACTVT,*,
517,RE,,ENGI,,F_RE_REPOR,ACTVT,*,
517,RE,,ENGI,,F_RE_TRANS,ACTVT,*,
517,RE,,ENGI,,F_REAJ_AT,ACTVT,*,
517,RE,,ENGI,,F_REAJ_CG,ACTVT,*,
517,RE,,ENGI,,F_REAJ_PR,ACTVT,*,
517,RE,,ENGI,,F_REBD_AO,ACTVT,*,
517,RE,,ENGI,,F_RECA_TRC,ACTVT,*,
517,RE,,ENGI,,F_RECD_CN,ACTVT,*,
517,RE,,ENGI,,F_RECD_RO,ACTVT,*,
517,RE,,ENGI,,F_RECE_CD,ACTVT,*,
517,RE,,ENGI,,F_RECE_PO,ACTVT,*,
517,RE,,ENGI,,F_RECE_PR,ACTVT,*,
517,RE,,ENGI,,F_RECE_TM,ACTVT,*,
517,RE,,ENGI,,F_RECN,ACTVT,*,
517,RE,,ENGI,,F_RECN_ATT,ACTVT,*,
517,RE,,ENGI,,F_RECN_FDG,ACTVT,*,
517,RE,,ENGI,,F_RECN_SKO,ACTVT,*,
517,RE,,ENGI,,F_RECO_CE,ACTVT,*,
517,RE,,ENGI,,F_REGI_VE,ACTVT,*,
517,RE,,ENGI,,F_REIP_IO,ACTVT,*,
517,RE,,ENGI,,F_REIP_SG,ACTVT,*,
517,RE,,ENGI,,F_REIT_DS,ACTVT,*,
517,RE,,ENGI,,F_REIT_OR,ACTVT,*,
517,RE,,ENGI,,F_REIT_TC,ACTVT,*,
517,RE,,ENGI,,F_RELM_JL,ACTVT,*,
517,RE,,ENGI,,F_RELM_LR,ACTVT,*,
517,RE,,ENGI,,F_RELM_NA,ACTVT,*,
517,RE,,ENGI,,F_RELM_PE1,ACTVT,*,
517,RE,,ENGI,,F_RELM_PE2,ACTVT,*,
517,RE,,ENGI,,F_RELM_PE3,ACTVT,*,
517,RE,,ENGI,,F_RELM_PE4,ACTVT,*,
517,RE,,ENGI,,F_RELM_PL,ACTVT,*,
517,RE,,ENGI,,F_RELM_RC,ACTVT,*,
517,RE,,ENGI,,F_REMM_MN,ACTVT,*,
517,RE,,ENGI,,F_REMOB_BR,ACTVT,*,
517,RE,,ENGI,,F_REMOB_ER,ACTVT,*,
517,RE,,ENGI,,F_REOR_MP,ACTVT,*,
517,RE,,ENGI,,F_REOR_OF,ACTVT,*,
517,RE,,ENGI,,F_REOR_OO,ACTVT,*,
517,RE,,ENGI,,F_REOR_RR,ACTVT,*,
517,RE,,ENGI,,F_REOR_RS,ACTVT,*,
517,RE,,ENGI,,F_REOR_SRV,ACTVT,*,
517,RE,,ENGI,,F_RERA_OP,ACTVT,*,
517,RE,,ENGI,,F_RESC_PG,ACTVT,*,
517,RE,,ENGI,,F_REXC_MS,ACTVT,*,
517,RE,,ENGI,,F_RNT_ADJ,ACTVT,*,
517,RE,,ENGI,,F_RNT_OFF,ACTVT,*,
517,RE,,ENGI,,F_UMV_BUK,ACTVT,*,
517,RE,,ENGI,,F_WIBE,ACTVT,*,
517,RE,,ENGI,,F_XCIT_ICI,ACTVT,*,
517,RE,,ENGI,,F_XCIT_IRE,ACTVT,*,
517,RE,,ENGI,,F_XCPT_IMI,ACTVT,*,
517,RE,,ENGI,,FI_ABR_BUK,ACTVT,*,
517,RE,,ENGI,,FI_BAV_BUK,ACTVT,*,
517,RE,,ENGI,,FI_BEW_ACT,ACTVT,*,
517,RE,,ENGI,,FI_BKA_BUK,ACTVT,*,
517,RE,,ENGI,,FI_FAG_BUK,ACTVT,*,
517,RE,,ENGI,,FI_FAW_BUK,ACTVT,*,
517,RE,,ENGI,,FI_GAR_BUK,ACTVT,*,
517,RE,,ENGI,,FI_GBU_ACT,ACTVT,*,
517,RE,,ENGI,,FI_GEB_BUK,ACTVT,*,
517,RE,,ENGI,,FI_GRU_BUK,ACTVT,*,
517,RE,,ENGI,,FI_HEI_BUK,ACTVT,*,
517,RE,,ENGI,,FI_HKA_BUK,ACTVT,*,
517,RE,,ENGI,,FI_IND_BUK,ACTVT,*,
517,RE,,ENGI,,FI_KUE_BUK,ACTVT,*,
517,RE,,ENGI,,FI_ME1_BUK,ACTVT,*,
517,RE,,ENGI,,FI_MIE_BUK,ACTVT,*,
517,RE,,ENGI,,FI_MIS_ACT,ACTVT,*,
517,RE,,ENGI,,FI_MIS_BUK,ACTVT,*,
517,RE,,ENGI,,FI_MOD_BUK,ACTVT,*,
517,RE,,ENGI,,FI_RAU_BUK,ACTVT,*,
517,RE,,ENGI,,FI_VBE_BUK,ACTVT,*,
517,RE,,ENGI,,FI_VWO_BUK,ACTVT,*,
517,RE,,ENGI,,FI_WEI_BUK,ACTVT,*,
517,RE,,ENGI,,FI_ZAH_BUK,ACTVT,*,
517,RE,,ENGI,,FI_ZLG_BUK,ACTVT,*,
517,RE,,ENGI,,FI_ZUO_ACT,ACTVT,*,
518,OT,,ENGI,,J_6NIM_BC1,ACTVT,*,
518,OT,,ENGI,,J_6NIM_BUK,ACTVT,*,
518,OT,,ENGI,,J_6NIM_RFC,ACTVT,*,
518,OT,,ENGI,,J_6NIM_WP1,ACTVT,*,
518,OT,,ENGI,,J_6NIM_WP2,ACTVT,*,
518,OT,,ENGI,,J_6NIM_WP3,ACTVT,*,
518,OT,,ENGI,,J_6NIM_WP4,ACTVT,*,
518,OT,,ENGI,,J_6NIM_WP5,ACTVT,*,
518,OT,,ENGI,,J_6NIM_WP6,ACTVT,*,
518,OT,,ENGI,,J_6NIM_WP7,ACTVT,*,
518,OT,,ENGI,,J_6NIM_WP8,ACTVT,*,
518,OT,,ENGI,,J_6NIM_WP9,ACTVT,*,
518,OT,,ENGI,,J_6NPF_NAV,J_6NPF_PLA,*,
518,OT,,ENGI,,J_6NPF_RFC,ACTVT,*,
518,OT,,ENGI,,J_6NPF_WTY,J_6NPF_*,*,
519,Payroll,,ENGI,,P_PCR,*,*,
519,Payroll,,ENGI,,P_PYEVDOC,*,*,
519,Payroll,,ENGI,,P_PYEVRUN,*,*,
520,E-Rec,,ENGI,,P_RCF_ACT,*,*,
520,E-Rec,,ENGI,,P_RCF_APPL,*,*,
520,E-Rec,,ENGI,,P_RCF_POOL,*,*,
520,E-Rec,,ENGI,,P_RCF_STAT,*,*,
520,E-Rec,,ENGI,,R_RCF_VIEW,*,*,
521,EWM,,ENGI,,/SCDL/AUTH,*,*,
521,EWM,,ENGI,,/SCTM/AUTH,*,*,
521,EWM,,ENGI,,/SCTM/STTU,*,*,
521,EWM,,ENGI,,/SCWM/ACTI,*,*,
521,EWM,,ENGI,,/SCWM/AIMP,*,*,
521,EWM,,ENGI,,/SCWM/DLV,*,*,
521,EWM,,ENGI,,/SCWM/DSAP,*,*,
521,EWM,,ENGI,,/SCWM/DSSL,*,*,
521,EWM,,ENGI,,/SCWM/ELS,*,*,
521,EWM,,ENGI,,/SCWM/ESIC,*,*,
521,EWM,,ENGI,,/SCWM/IMPL,*,*,
521,EWM,,ENGI,,/SCWM/MO,*,*,
521,EWM,,ENGI,,/SCWM/PL,*,*,
521,EWM,,ENGI,,/SCWM/PROD,*,*,
521,EWM,,ENGI,,/SCWM/QFUP,*,*,
521,EWM,,ENGI,,/SCWM/QLVL,*,*,
521,EWM,,ENGI,,/SCWM/QUEU,*,*,
521,EWM,,ENGI,,/SCWM/RFAD,*,*,
521,EWM,,ENGI,,/SCWM/RFLT,*,*,
521,EWM,,ENGI,,/SCWM/RSTY,*,*,
521,EWM,,ENGI,,/SCWM/SFUN,*,*,
521,EWM,,ENGI,,/SCWM/SLFU,*,*,
521,EWM,,ENGI,,/SCWM/SLOT,*,*,
521,EWM,,ENGI,,/SCWM/STBI,*,*,
521,EWM,,ENGI,,/SCWM/STLG,*,*,
521,EWM,,ENGI,,/SCWM/STRS,*,*,
521,EWM,,ENGI,,/SCWM/TOCR,*,*,
521,EWM,,ENGI,,/SCWM/TR,*,*,
521,EWM,,ENGI,,/SCWM/WAV1,*,*,
521,EWM,,ENGI,,/SCWM/WCTA,*,*,
521,EWM,,ENGI,,/SCWM/WST,*,*,
522,PPM,,ENGI,,CPRO_CPT,*,*,
522,PPM,,ENGI,,CPRO_DPT,*,*,
522,PPM,,ENGI,,CPRO_EVAL,*,*,
522,PPM,,ENGI,,CPRO_VSHDR,*,*,
523,ICM,,ENGI,,E_CACS_AGR,ACTVT,*,
523,ICM,,ENGI,,E_CACS_BDL,ACTVT,*,
523,ICM,,ENGI,,E_CACS_BK,ACTVT,*,
523,ICM,,ENGI,,E_CACS_CTR,ACTVT,*,
523,ICM,,ENGI,,E_CACS_SFC,ACTVT,*,
523,ICM,,ENGI,,E_CACS_SLC,ACTVT,*,
523,ICM,,ENGI,,E_CACS_SMC,ACTVT,*,
523,ICM,,ENGI,,S_TCODE,TCD,CACS*,
524,FS-CD,,ENGI,,I_INS_OBJ,ACTVT,*,
524,FS-CD,,ENGI,,I_INSO_GRP,ACTVT,*,
524,FS-CD,,ENGI,,I_VVKK_BLA,ACTVT,*,
524,FS-CD,,ENGI,,I_VVMH_VTR,ACTVT,*,
524,FS-CD,,ENGI,,I_VVVK_INF,ACTVT,*,
525,FS-CM,,ENGI,,I_ICL_ACLM,ACTVT,*,
525,FS-CM,,ENGI,,I_ICL_ACT,ACTVT,*,
525,FS-CM,,ENGI,,I_ICL_AGRP,ICL_AUTHGP,*,
525,FS-CM,,ENGI,,I_ICL_CTYP,ACTVT,*,
525,FS-CM,,ENGI,,I_ICL_LIT,ACTVT,*,
525,FS-CM,,ENGI,,I_ICL_NEG,ACTVT,*,
525,FS-CM,,ENGI,,I_ICL_PROC,ACTVT,*,
525,FS-CM,,ENGI,,I_ICL_SBRG,ACTVT,*,
525,FS-CM,,ENGI,,I_ICL_SCLT,ACTVT,*,
525,FS-CM,,ENGI,,I_ICL_SUBX,ACTVT,*,
525,FS-CM,,ENGI,,I_ICL_SUP,ACTVT,*,
525,FS-CM,,ENGI,,I_ICLE_CAT,ACTVT,*,
525,FS-CM,,ENGI,,I_ICLPOLSE,ACTVT,*,
525,FS-CM,,ENGI,,I_ICLSBOBC,ACTVT,*,
525,FS-CM,,ENGI,,S_TCODE,TCD,ICLPAY03,
526,Merch.Plan.,,ENGI,,/RAP/MPR,*,*,
527,Audit Mgmt,,ENGI,,AUD_ACTION,*,*,
527,Audit Mgmt,,ENGI,,AUD_ACTM,*,*,
527,Audit Mgmt,,ENGI,,AUD_AUDIT,*,*,
527,Audit Mgmt,,ENGI,,AUD_CTRL,*,*,
527,Audit Mgmt,,ENGI,,AUD_CTRLM,*,*,
527,Audit Mgmt,,ENGI,,AUD_CTRLT,*,*,
527,Audit Mgmt,,ENGI,,AUD_DIM,*,*,
527,Audit Mgmt,,ENGI,,AUD_FIND,*,*,
527,Audit Mgmt,,ENGI,,AUD_FINDM,*,*,
527,Audit Mgmt,,ENGI,,AUD_ITEMC,*,*,
527,Audit Mgmt,,ENGI,,AUD_ITEMS,*,*,
527,Audit Mgmt,,ENGI,,AUD_KRINS,*,*,
527,Audit Mgmt,,ENGI,,AUD_PLAN,*,*,
527,Audit Mgmt,,ENGI,,AUD_PLANG,*,*,
527,Audit Mgmt,,ENGI,,AUD_PLGRP,*,*,
527,Audit Mgmt,,ENGI,,AUD_PRC,*,*,
527,Audit Mgmt,,ENGI,,AUD_PRCM,*,*,
527,Audit Mgmt,,ENGI,,AUD_RISK,*,*,
527,Audit Mgmt,,ENGI,,AUD_RISKM,*,*,
527,Audit Mgmt,,ENGI,,AUD_SCOPE,*,*,
527,Audit Mgmt,,ENGI,,AUD_SCOPEG,*,*,
527,Audit Mgmt,,ENGI,,AUD_SCOPEM,*,*,
527,Audit Mgmt,,ENGI,,AUD_STAFF,*,*,
527,Audit Mgmt,,ENGI,,AUD_TASK,*,*,
527,Audit Mgmt,,ENGI,,AUD_TASKG,*,*,
527,Audit Mgmt,,ENGI,,AUD_TASKM,*,*,
527,Audit Mgmt,,ENGI,,AUD_VIEW,*,*,
527,Audit Mgmt,,ENGI,,AUD_WPA,*,*,
527,Audit Mgmt,,ENGI,,AUD_WPAG,*,*,
527,Audit Mgmt,,ENGI,,AUD_WPAM,*,*,
528,3LODefense,,ENGI,,GFRN_USER,*,*,
529,Def&Sec,,ENGI,,DFS_ALL_PL,*,*,
529,Def&Sec,,ENGI,,DFS_ALL_PR,*,*,
529,Def&Sec,,ENGI,,DFS_ALP_S,*,*,
529,Def&Sec,,ENGI,,DFS_ASGMTS,*,*,
529,Def&Sec,,ENGI,,DFS_ASSGM1,*,*,
529,Def&Sec,,ENGI,,DFS_ASSGMS,*,*,
529,Def&Sec,,ENGI,,DFS_CAP_CO,*,*,
529,Def&Sec,,ENGI,,DFS_CAP_CS,*,*,
529,Def&Sec,,ENGI,,DFS_CAP_S,*,*,
529,Def&Sec,,ENGI,,DFS_CAPMET,*,*,
529,Def&Sec,,ENGI,,DFS_CON_PR,*,*,
529,Def&Sec,,ENGI,,DFS_FE_CON,*,*,
529,Def&Sec,,ENGI,,DFS_FMPO_A,*,*,
529,Def&Sec,,ENGI,,DFS_FMPO_C,*,*,
529,Def&Sec,,ENGI,,DFS_FMPO_H,*,*,
529,Def&Sec,,ENGI,,DFS_FMPO_M,*,*,
529,Def&Sec,,ENGI,,DFS_FMPO_S,*,*,
529,Def&Sec,,ENGI,,DFS_METL_S,*,*,
529,Def&Sec,,ENGI,,DFS_MODEL,*,*,
529,Def&Sec,,ENGI,,DFS_MODELS,*,*,
529,Def&Sec,,ENGI,,DFS_ORGM,*,*,
529,Def&Sec,,ENGI,,DFS_PERS,*,*,
529,Def&Sec,,ENGI,,DFS_PLTFRM,*,*,
529,Def&Sec,,ENGI,,DFS_PROD,*,*,
529,Def&Sec,,ENGI,,DFS_RELOC,*,*,
529,Def&Sec,,ENGI,,DFS_SCN,*,*,
529,Def&Sec,,ENGI,,DFS_SCN_S,*,*,
529,Def&Sec,,ENGI,,DFS_SNSTVY,*,*,
529,Def&Sec,,ENGI,,DFS_STRAUT,*,*,
530,Tax Compl.,,ENGI,,FRA_CCHIER,*,*,
530,Tax Compl.,,ENGI,,FRA_COSCEN  ,*,*,
531,LinearAM,,ENGI,,L_LAM_EAML,*,*,
532,GTS,,ENGI,,/ECRS/POIB,*,*,
